id1,id2,shared_cm_total,n_segments,max_segment_cm,mean_segment_cm,P_IBD_ge1_approx
HG01351,HG01991,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01351,HG02156,1.01638,1,1.01638,1.01638,0.0047084303415141525
HG01351,HG02281,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01351,HG02783,1.08782,1,1.08782,1.08782,0.005039379655351272
HG01351,NA12890,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01351,NA20540,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01351,NA20861,1.02981,1,1.02981,1.02981,0.004770645477080116
HG01354,HG00265,1.03347,1,1.03347,1.03347,0.004787600607100328
HG01354,HG00331,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01354,HG03862,1.23469,1,1.23469,1.23469,0.005719762154277051
HG01354,NA12814,1.43035,1,1.43035,1.43035,0.006626166727980449
HG01354,NA19717,1.0109,1,1.0109,1.0109,0.004683043971975695
HG01369,HG00261,1.1881,1,1.1881,1.1881,0.005503931687708302
HG01378,HG01124,1.02258,1,1.02258,1.02258,0.004737152146466422
HG01378,HG01250,1.25516,1,1.25516,1.25516,0.005814590436111399
HG01378,HG01695,1.2861,1,1.2861,1.2861,0.005957921507921596
HG01390,NA19771,1.08029,1,1.08029,1.08029,0.005004496559981821
HG01398,HG00250,1.08333,1,1.08333,1.08333,0.005018579509506805
HG01398,HG01250,1.08711,1,1.08711,1.08711,0.005036090545429318
HG01398,HG03977,1.14639,1,1.14639,1.14639,0.005310708061166502
HG01402,HG04141,1.03774,1,1.03774,1.03774,0.0048073815921239075
HG01414,HG00729,1.07786,1,1.07786,1.07786,0.004993239465460206
HG01414,HG04076,1.12662,1,1.12662,1.12662,0.005219122563762248
HG01414,NA20828,1.00116,1,1.00116,1.00116,0.004637922942905517
HG01435,HG01456,1.03353,1,1.03353,1.03353,0.004787878560051479
HG01435,NA19717,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01435,NA19732,1.47553,1,1.47553,1.47553,0.006835465300197148
HG01437,NA20910,1.27061,1,1.27061,1.27061,0.00588616332103278
HG01444,NA19726,1.27116,1,1.27116,1.27116,0.005888711223084998
HG01455,HG00559,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01455,HG01142,1.11874,1,1.11874,1.11874,0.0051826180761777516
HG01455,HG01927,1.04252,1,1.04252,1.04252,0.004829525177232269
HG01455,HG02017,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01455,HG02351,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01455,HG02373,1.07036,1,1.07036,1.07036,0.0049584953465663315
HG01455,HG04134,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01455,NA18620,1.02981,1,1.02981,1.02981,0.004770645477080116
HG01455,NA19732,1.30427,1,1.30427,1.30427,0.006042094926628489
HG01455,NA19761,1.64996,1,1.64996,1.64996,0.007643520854684952
HG01456,HG02058,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01456,HG02265,1.32445,1,1.32445,1.32445,0.00613557976919894
HG01456,NA19067,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01456,NA19762,1.03353,1,1.03353,1.03353,0.004787878560051479
HG01468,HG03711,1.07219,1,1.07219,1.07219,0.004966972911576437
HG01474,HG02649,1.0661,1,1.0661,1.0661,0.004938760687034611
HG01474,HG03800,1.03214,1,1.03214,1.03214,0.004781439316683148
HG01479,HG01323,1.0109,1,1.0109,1.0109,0.004683043971975695
HG01488,HG01437,1.11152,1,1.11152,1.11152,0.005149171071055915
HG01488,HG01618,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG01488,HG02299,1.05036,1,1.05036,1.05036,0.004865844362849333
HG01488,HG04090,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG01488,NA18627,1.0703,1,1.0703,1.0703,0.004958217393615181
HG01488,NA18630,1.14859,1,1.14859,1.14859,0.0053208996693753716
HG01488,NA19669,1.14035,1,1.14035,1.14035,0.005282727464083968
HG01488,NA19731,1.14584,1,1.14584,1.14584,0.005308160159114284
HG01488,NA20540,1.17821,1,1.17821,1.17821,0.0054581157762602465
HG01488,NA20787,1.05682,1,1.05682,1.05682,0.004895770630589924
HG01488,NA20887,1.05682,1,1.05682,1.05682,0.004895770630589924
HG01491,HG00315,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01491,HG00366,1.07497,1,1.07497,1.07497,0.0049798513983131
HG01491,HG00867,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01491,HG01500,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01491,HG01606,1.05338,1,1.05338,1.05338,0.0048798346613906
HG01491,HG01672,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01491,HG01869,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01491,HG02090,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01491,HG03789,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01491,HG03849,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01491,HG04090,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01491,NA12546,1.0177,1,1.0177,1.0177,0.004714545306439474
HG01491,NA19089,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01494,HG00189,1.00303,1,1.00303,1.00303,0.004646585809883056
HG01497,HG00315,1.01955,1,1.01955,1.01955,0.004723115522433296
HG01497,HG01105,1.12893,1,1.12893,1.12893,0.005229823752381562
HG01497,HG01348,1.05275,1,1.05275,1.05275,0.004876916155403515
HG01497,NA19074,1.2411,1,1.2411,1.2411,0.00574945679455835
HG01497,NA20771,1.27116,1,1.27116,1.27116,0.005888711223084998
HG01500,HG01323,1.23469,1,1.23469,1.23469,0.005719762154277051
HG01500,HG02398,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG01500,NA11918,1.21483,1,1.21483,1.21483,0.005627759727446072
HG01500,NA11995,1.01638,1,1.01638,1.01638,0.0047084303415141525
HG01500,NA20512,1.01406,1,1.01406,1.01406,0.00469768282740298
HG01500,NA20810,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG01503,NA12716,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01510,HG01149,1.20041,1,1.20041,1.20041,0.005560958368186115
HG01512,HG01510,1.01638,1,1.01638,1.01638,0.0047084303415141525
HG01512,HG01673,1.0109,1,1.0109,1.0109,0.004683043971975695
HG01512,HG04096,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG01512,NA18942,1.19288,1,1.19288,1.19288,0.005526075272816665
HG01512,NA19679,1.07219,1,1.07219,1.07219,0.004966972911576437
HG01518,HG01465,1.02079,1,1.02079,1.02079,0.004728859883423751
HG01518,HG01491,1.23312,1,1.23312,1.23312,0.005712489052055267
HG01518,HG01770,1.02079,1,1.02079,1.02079,0.004728859883423751
HG01518,HG02150,1.00511,1,1.00511,1.00511,0.0046562215121896235
HG01518,HG02684,1.02079,1,1.02079,1.02079,0.004728859883423751
HG01518,NA19734,1.66338,1,1.66338,1.66338,0.007705689664759058
HG01518,NA20769,1.05146,1,1.05146,1.05146,0.004870940166953768
HG01518,NA20787,1.02689,1,1.02689,1.02689,0.004757118433457435
HG01518,NA20810,1.30669,1,1.30669,1.30669,0.0060533056956582456
HG01518,NA21123,1.35732,1,1.35732,1.35732,0.0062878516609378285
HG01528,HG00663,1.07219,1,1.07219,1.07219,0.004966972911576437
HG01528,HG01311,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01528,HG02075,1.01537,1,1.01537,1.01537,0.0047037514668364444
HG01528,HG02215,1.13815,1,1.13815,1.13815,0.005272535855875098
HG01528,HG02696,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01528,NA18998,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01536,HG02309,1.27116,1,1.27116,1.27116,0.005888711223084998
HG01536,NA12004,1.0653,1,1.0653,1.0653,0.00493505464768593
HG01551,NA19067,1.00145,1,1.00145,1.00145,0.004639266382169413
HG01551,NA19747,1.05682,1,1.05682,1.05682,0.004895770630589924
HG01556,HG02146,1.25516,1,1.25516,1.25516,0.005814590436111399
HG01556,NA19657,1.09614,1,1.09614,1.09614,0.005077922464577543
HG01565,HG00173,1.06547,1,1.06547,1.06547,0.004935842181047525
HG01565,HG01284,1.52689,1,1.52689,1.52689,0.0070733930263824005
HG01565,HG01323,1.22103,1,1.22103,1.22103,0.005656481532398341
HG01565,HG01479,1.03863,1,1.03863,1.03863,0.004811504560899313
HG01565,HG03663,1.0621,1,1.0621,1.0621,0.0049202304902912115
HG01565,HG03784,1.41593,1,1.41593,1.41593,0.006559365368720492
HG01586,HG00151,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG01586,HG02392,1.19288,1,1.19288,1.19288,0.005526075272816665
HG01586,HG02597,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01586,NA18528,1.19984,1,1.19984,1.19984,0.005558317815150181
HG01586,NA18995,1.41593,1,1.41593,1.41593,0.006559365368720492
HG01586,NA19059,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01586,NA19651,1.19984,1,1.19984,1.19984,0.005558317815150181
HG01586,NA21123,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01589,HG00151,1.04939,1,1.04939,1.04939,0.004861350790139059
HG01589,HG00282,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01589,HG01351,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01589,HG02348,1.07219,1,1.07219,1.07219,0.004966972911576437
HG01589,HG03611,1.14411,1,1.14411,1.14411,0.005300145849022764
HG01589,HG03690,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01589,NA11840,1.13188,1,1.13188,1.13188,0.005243489772479819
HG01589,NA18544,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG01589,NA18648,1.19984,1,1.19984,1.19984,0.005558317815150181
HG01595,HG01080,1.03058,1,1.03058,1.03058,0.004774212539953222
HG01595,HG01596,1.0776,1,1.0776,1.0776,0.004992035002671885
HG01595,HG02727,1.36705,1,1.36705,1.36705,0.006332926364516148
HG01595,HG03897,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01595,NA18537,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01595,NA18968,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01595,NA19006,1.66383,1,1.66383,1.66383,0.007707774311892689
HG01595,NA19085,1.49448,1,1.49448,1.49448,0.006923252107269004
HG01595,NA20515,1.07128,1,1.07128,1.07128,0.004962757291817313
HG01596,HG00596,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01596,HG03854,1.03533,1,1.03533,1.03533,0.004796217148586009
HG01596,NA18539,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01597,NA18959,1.03431,1,1.03431,1.03431,0.004791491948416442
HG01599,HG00242,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01599,HG00867,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01599,HG02028,1.08029,1,1.08029,1.08029,0.005004496559981821
HG01599,HG02050,1.055,1,1.055,1.055,0.004887339391071677
HG01599,HG02156,1.19187,1,1.19187,1.19187,0.005521396398138956
HG01599,NA18535,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01599,NA18645,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01599,NA19075,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01605,HG01168,1.14639,1,1.14639,1.14639,0.005310708061166502
HG01605,NA20504,1.03732,1,1.03732,1.03732,0.00480543592146585
HG01605,NA20527,1.019,1,1.019,1.019,0.004720567620381079
HG01606,HG00315,1.02902,1,1.02902,1.02902,0.004766985763223296
HG01606,HG01054,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01606,HG01672,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01606,HG02651,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01606,NA19782,1.02981,1,1.02981,1.02981,0.004770645477080116
HG01610,HG00151,1.14639,1,1.14639,1.14639,0.005310708061166502
HG01610,HG00349,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01610,HG01500,1.41593,1,1.41593,1.41593,0.006559365368720492
HG01610,NA18949,1.14167,1,1.14167,1.14167,0.00528884242900929
HG01618,HG00151,1.08333,1,1.08333,1.08333,0.005018579509506805
HG01618,HG00278,2.16118,2,1.08333,1.08059,0.010011772649475153
HG01618,HG02351,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01618,NA07347,1.08333,1,1.08333,1.08333,0.005018579509506805
HG01618,NA12414,1.35732,1,1.35732,1.35732,0.0062878516609378285
HG01625,HG00250,1.03058,1,1.03058,1.03058,0.004774212539953222
HG01625,HG00315,1.04939,1,1.04939,1.04939,0.004861350790139059
HG01625,HG01049,1.08333,1,1.08333,1.08333,0.005018579509506805
HG01625,HG01133,1.40849,1,1.40849,1.40849,0.006524899202777769
HG01625,HG01684,1.20058,1,1.20058,1.20058,0.00556174590154771
HG01625,HG01768,1.02581,1,1.02581,1.02581,0.004752115280336718
HG01625,HG01770,1.04985,1,1.04985,1.04985,0.00486348176276455
HG01625,HG03782,1.67009,1,1.67009,1.67009,0.007736774069796111
HG01625,NA12144,1.52745,1,1.52745,1.52745,0.007075987253926476
HG01625,NA12748,1.0435,1,1.0435,1.0435,0.004834065075434403
HG01625,NA12873,1.26956,1,1.26956,1.26956,0.005881299144387638
HG01625,NA19669,1.019,1,1.019,1.019,0.004720567620381079
HG01625,NA19679,1.03058,1,1.03058,1.03058,0.004774212539953222
HG01625,NA19734,1.03058,1,1.03058,1.03058,0.004774212539953222
HG01625,NA20539,1.65125,1,1.65125,1.65125,0.007649496843134699
HG01628,HG00272,1.04264,1,1.04264,1.04264,0.004830081083134571
HG01628,HG00583,1.04985,1,1.04985,1.04985,0.00486348176276455
HG01628,HG01054,1.05338,1,1.05338,1.05338,0.0048798346613906
HG01628,HG01351,1.18172,1,1.18172,1.18172,0.005474376023902581
HG01628,HG02215,1.01566,1,1.01566,1.01566,0.0047050949061003405
HG01628,HG02277,1.04264,1,1.04264,1.04264,0.004830081083134571
HG01630,HG02425,1.02231,1,1.02231,1.02231,0.004735901358186243
HG01672,HG00315,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01672,HG01991,1.0109,1,1.0109,1.0109,0.004683043971975695
HG01672,HG02364,1.12217,1,1.12217,1.12217,0.005198507719885216
HG01672,HG03884,1.2999,1,1.2999,1.2999,0.006021850686686325
HG01672,NA12716,1.27896,1,1.27896,1.27896,0.005924845106734628
HG01672,NA21108,1.04828,1,1.04828,1.04828,0.004856208660542765
HG01673,HG00365,1.08346,1,1.08346,1.08346,0.005019181740900967
HG01673,HG01632,1.40262,1,1.40262,1.40262,0.006497706139056829
HG01673,HG03963,1.04411,1,1.04411,1.04411,0.004836890930437771
HG01673,NA11918,1.01406,1,1.01406,1.01406,0.00469768282740298
HG01673,NA11995,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01679,HG00323,1.04785,1,1.04785,1.04785,0.0048542166643928495
HG01679,HG01465,1.01955,1,1.01955,1.01955,0.004723115522433296
HG01679,HG01623,1.10881,1,1.10881,1.10881,0.005136616862762262
HG01679,NA19741,1.03988,1,1.03988,1.03988,0.004817295247381626
HG01684,HG02010,1.14035,1,1.14035,1.14035,0.005282727464083968
HG01684,NA18535,1.11818,1,1.11818,1.11818,0.005180023848633675
HG01684,NA20502,1.03058,1,1.03058,1.03058,0.004774212539953222
HG01695,HG00137,1.01258,1,1.01258,1.01258,0.004690826654607923
HG01695,HG00159,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01695,HG00272,1.30925,1,1.30925,1.30925,0.006065165021574022
HG01695,HG00274,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG01695,HG01351,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01695,HG01761,1.35078,1,1.35078,1.35078,0.006257554789262369
HG01695,HG02215,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01695,HG02733,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG01695,HG04183,1.03774,1,1.03774,1.03774,0.0048073815921239075
HG01695,NA12890,1.27173,1,1.27173,1.27173,0.005891351776120933
HG01695,NA18550,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01695,NA19064,1.05171,1,1.05171,1.05171,0.00487209830425023
HG01695,NA20581,1.04939,1,1.04939,1.04939,0.004861350790139059
HG01697,HG00235,1.25836,1,1.25836,1.25836,0.005829414593506118
HG01697,HG00339,1.04464,1,1.04464,1.04464,0.004839346181506271
HG01699,HG00331,1.04187,1,1.04187,1.04187,0.0048265140202614675
HG01699,HG00362,1.05617,1,1.05617,1.05617,0.004892759473619121
HG01699,NA19747,1.0454,1,1.0454,1.0454,0.004842866918887518
HG01699,NA20502,1.04497,1,1.04497,1.04497,0.004840874922737602
HG01704,HG00096,1.17761,1,1.17761,1.17761,0.005455336246748737
HG01704,HG00346,1.14221,1,1.14221,1.14221,0.005291344005569649
HG01704,HG02090,1.08278,1,1.08278,1.08278,0.005016031607454588
HG01704,NA12340,1.07497,1,1.07497,1.07497,0.0049798513983131
HG01704,NA21088,1.07786,1,1.07786,1.07786,0.004993239465460206
HG01705,HG00239,1.25516,1,1.25516,1.25516,0.005814590436111399
HG01705,HG00315,1.26911,1,1.26911,1.26911,0.005879214497254005
HG01705,HG01197,1.01638,1,1.01638,1.01638,0.0047084303415141525
HG01705,HG01672,1.22206,1,1.22206,1.22206,0.005661253058059766
HG01705,HG02348,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG01705,HG03914,1.27896,1,1.27896,1.27896,0.005924845106734628
HG01707,HG03899,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01707,HG03902,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG01707,HG04014,1.01082,1,1.01082,1.01082,0.004682673368040827
HG01710,HG01251,1.05904,1,1.05904,1.05904,0.004906054889782511
HG01761,NA20528,1.43956,1,1.43956,1.43956,0.0066688325059821255
HG01768,HG01414,1.02581,1,1.02581,1.02581,0.004752115280336718
HG01768,HG01684,1.26956,1,1.26956,1.26956,0.005881299144387638
HG01768,HG03018,1.02581,1,1.02581,1.02581,0.004752115280336718
HG01770,HG01679,1.05098,1,1.05098,1.05098,0.00486871654334456
HG01770,NA12872,1.01127,1,1.01127,1.01127,0.004684758015174459
HG01771,HG00115,1.11428,1,1.11428,1.11428,0.00516195690680886
HG01771,HG00155,1.08333,1,1.08333,1.08333,0.005018579509506805
HG01771,NA12546,1.08333,1,1.08333,1.08333,0.005018579509506805
HG01775,HG00109,1.03353,1,1.03353,1.03353,0.004787878560051479
HG01775,HG03856,1.04566,1,1.04566,1.04566,0.004844071381675839
HG01775,NA06989,1.15988,1,1.15988,1.15988,0.005373201149683617
HG01779,HG00315,2.42014,2,1.35732,1.21007,0.01121141758664285
HG01779,HG01323,1.08247,1,1.08247,1.08247,0.0050145955172069745
HG01779,HG01632,1.41593,1,1.41593,1.41593,0.006559365368720492
HG01779,HG03690,1.21483,1,1.21483,1.21483,0.005627759727446072
HG01779,HG03917,1.22808,1,1.22808,1.22808,0.005689141004158583
HG01779,HG03991,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01781,HG00130,1.2675,1,1.2675,1.2675,0.005871756093064787
HG01781,HG01618,1.08333,1,1.08333,1.08333,0.005018579509506805
HG01781,HG04118,1.04982,1,1.04982,1.04982,0.004863342786288974
HG01781,NA07357,1.03184,1,1.03184,1.03184,0.0047800495519273924
HG01781,NA20504,2.29347,2,1.27116,1.146735,0.010624612581271242
HG01783,HG00125,1.22103,1,1.22103,1.22103,0.005656481532398341
HG01783,HG01402,1.22206,1,1.22206,1.22206,0.005661253058059766
HG01783,HG01500,1.23366,1,1.23366,1.23366,0.005714990628615625
HG01783,HG03868,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01783,NA12830,1.21988,1,1.21988,1.21988,0.0056511541008346135
HG01783,NA20529,1.02258,1,1.02258,1.02258,0.004737152146466422
HG01786,HG02075,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01789,HG00366,1.02581,1,1.02581,1.02581,0.004752115280336718
HG01790,HG00122,1.06368,1,1.06368,1.06368,0.004927549918004854
HG01790,HG00272,1.11818,1,1.11818,1.11818,0.005180023848633675
HG01790,HG00560,1.05446,1,1.05446,1.05446,0.004884837814511317
HG01790,HG01599,1.04273,1,1.04273,1.04273,0.004830498012561297
HG01790,HG01872,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01790,HG02185,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01790,NA19682,1.17679,1,1.17679,1.17679,0.0054515375564163394
HG01790,NA20581,1.01955,1,1.01955,1.01955,0.004723115522433296
HG01801,HG00131,1.27792,1,1.27792,1.27792,0.005920027255581343
HG01801,HG00566,1.03262,1,1.03262,1.03262,0.004783662940292355
HG01801,HG01323,1.23366,1,1.23366,1.23366,0.005714990628615625
HG01801,HG02075,1.03262,1,1.03262,1.03262,0.004783662940292355
HG01801,HG02367,2.12196,2,1.07257,1.06098,0.00983008407040612
HG01801,HG02374,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01801,HG03663,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01801,HG04134,1.03262,1,1.03262,1.03262,0.004783662940292355
HG01801,NA12286,1.16327,1,1.16327,1.16327,0.0053889054914236486
HG01801,NA12340,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01801,NA18543,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01801,NA18620,1.14089,1,1.14089,1.14089,0.005285229040644327
HG01801,NA19074,1.05338,1,1.05338,1.05338,0.0048798346613906
HG01806,HG00177,1.03262,1,1.03262,1.03262,0.004783662940292355
HG01806,HG01813,1.07836,1,1.07836,1.07836,0.004995555740053131
HG01806,HG02040,1.04187,1,1.04187,1.04187,0.0048265140202614675
HG01806,HG02375,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01806,HG03607,1.03262,1,1.03262,1.03262,0.004783662940292355
HG01806,HG03731,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01806,NA20867,1.08267,1,1.08267,1.08267,0.005015522027044144
HG01811,NA18638,1.0454,1,1.0454,1.0454,0.004842866918887518
HG01811,NA18971,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01816,HG00125,1.41387,1,1.41387,1.41387,0.0065498223173976414
HG01816,HG00282,1.30825,1,1.30825,1.30825,0.0060605324723881715
HG01816,HG00383,1.62024,1,1.62024,1.62024,0.007505841492881491
HG01816,HG00592,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01816,HG00675,1.14205,1,1.14205,1.14205,0.005290602797699913
HG01816,HG00699,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01816,HG01991,1.14205,1,1.14205,1.14205,0.005290602797699913
HG01816,HG02075,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01816,HG02128,1.14205,1,1.14205,1.14205,0.005290602797699913
HG01816,HG02180,1.08766,1,1.08766,1.08766,0.005038638447481536
HG01816,HG02190,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01816,HG03900,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01816,NA18610,1.00818,1,1.00818,1.00818,0.004670443438190184
HG01816,NA18998,1.34813,1,1.34813,1.34813,0.0062452785339198675
HG01816,NA19078,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01816,NA19091,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01816,NA20866,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01842,HG00583,1.03741,1,1.03741,1.03741,0.004805852850892576
HG01842,HG02028,1.14037,1,1.14037,1.14037,0.005282820115067686
HG01842,HG02146,1.14397,1,1.14397,1.14397,0.005299497292136745
HG01842,HG03866,1.05682,1,1.05682,1.05682,0.004895770630589924
HG01842,NA18528,1.03058,1,1.03058,1.03058,0.004774212539953222
HG01842,NA18535,1.0043,1,1.0043,1.0043,0.004652469147349085
HG01842,NA18560,1.15431,1,1.15431,1.15431,0.0053473978507184335
HG01842,NA18943,1.02761,1,1.02761,1.02761,0.004760453868871247
HG01842,NA19747,1.10724,1,1.10724,1.10724,0.005129343760540478
HG01850,HG00653,1.04411,1,1.04411,1.04411,0.004836890930437771
HG01850,HG00683,1.52745,1,1.52745,1.52745,0.007075987253926476
HG01850,HG00864,1.43956,1,1.43956,1.43956,0.0066688325059821255
HG01850,HG01860,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01850,HG02367,1.09614,1,1.09614,1.09614,0.005077922464577543
HG01850,HG03910,1.04497,1,1.04497,1.04497,0.004840874922737602
HG01850,NA18943,1.09921,1,1.09921,1.09921,0.005092144390578103
HG01852,HG02185,1.05087,1,1.05087,1.05087,0.004868206962934116
HG01852,NA19059,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01855,NA18959,1.02298,1,1.02298,1.02298,0.004739005166140762
HG01859,HG00844,1.08027,1,1.08027,1.08027,0.005004403908998104
HG01859,HG02185,1.06547,1,1.06547,1.06547,0.004935842181047525
HG01859,HG03684,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01859,NA19074,1.03774,1,1.03774,1.03774,0.0048073815921239075
HG01859,NA20581,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01859,NA20874,1.04411,1,1.04411,1.04411,0.004836890930437771
HG01859,NA21120,1.0621,1,1.0621,1.0621,0.0049202304902912115
HG01860,NA20828,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01861,HG00560,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01861,HG02075,1.09075,1,1.09075,1.09075,0.005052953024465812
HG01861,HG02385,1.53799,1,1.53799,1.53799,0.007124814322345335
HG01861,HG04134,1.03262,1,1.03262,1.03262,0.004783662940292355
HG01861,NA19004,1.05361,1,1.05361,1.05361,0.004880900147703345
HG01861,NA19723,1.01841,1,1.01841,1.01841,0.004717834416361428
HG01862,HG00629,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01863,HG00351,1.00494,1,1.00494,1.00494,0.004655433978828029
HG01863,HG00445,1.03214,1,1.03214,1.03214,0.004781439316683148
HG01863,HG00463,1.19288,1,1.19288,1.19288,0.005526075272816665
HG01863,HG00629,1.03846,1,1.03846,1.03846,0.004810717027537719
HG01863,HG00717,1.03063,1,1.03063,1.03063,0.004774444167412514
HG01863,HG01089,1.03063,1,1.03063,1.03063,0.004774444167412514
HG01863,HG01869,1.02718,1,1.02718,1.02718,0.004758461872721331
HG01863,HG02188,1.03063,1,1.03063,1.03063,0.004774444167412514
HG01863,HG02275,1.03063,1,1.03063,1.03063,0.004774444167412514
HG01863,HG02356,1.03353,1,1.03353,1.03353,0.004787878560051479
HG01863,HG02367,1.03063,1,1.03063,1.03063,0.004774444167412514
HG01863,HG02375,1.50635,1,1.50635,1.50635,0.006978240466105044
HG01863,HG02379,1.04091,1,1.04091,1.04091,0.004822066773043051
HG01863,HG02397,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01863,HG04094,1.19288,1,1.19288,1.19288,0.005526075272816665
HG01863,NA18543,1.0186,1,1.0186,1.0186,0.004718714600706739
HG01863,NA18561,1.19288,1,1.19288,1.19288,0.005526075272816665
HG01863,NA18605,1.41593,1,1.41593,1.41593,0.006559365368720492
HG01863,NA18629,1.52386,1,1.52386,1.52386,0.0070593564023492756
HG01863,NA18979,1.05053,1,1.05053,1.05053,0.004866631896210927
HG01863,NA19060,1.03063,1,1.03063,1.03063,0.004774444167412514
HG01863,NA20586,1.01035,1,1.01035,1.01035,0.004680496069923478
HG01863,NA20822,1.04091,1,1.04091,1.04091,0.004822066773043051
HG01864,HG01860,1.03692,1,1.03692,1.03692,0.00480358290179151
HG01868,HG02136,1.11587,1,1.11587,1.11587,0.005169322660014361
HG01869,HG00338,1.01841,1,1.01841,1.01841,0.004717834416361428
