id1,id2,shared_cm_total,n_segments,max_segment_cm,mean_segment_cm,P_IBD_ge1_approx
NA18603,NA18740,1.12668,1,1.12668,1.12668,0.005219400516713399
NA18603,NA18995,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18603,NA18998,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18603,NA19060,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18603,NA19678,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18605,HG00629,1.07836,1,1.07836,1.07836,0.004995555740053131
NA18605,HG00654,1.03908,1,1.03908,1.03908,0.004813589208032946
NA18605,HG01444,1.02443,1,1.02443,1.02443,0.004745722362460244
NA18605,HG02128,1.03353,1,1.03353,1.03353,0.004787878560051479
NA18605,HG03663,1.03353,1,1.03353,1.03353,0.004787878560051479
NA18605,NA18544,1.03214,1,1.03214,1.03214,0.004781439316683148
NA18609,HG02070,1.05904,1,1.05904,1.05904,0.004906054889782511
NA18609,NA18645,1.07889,1,1.07889,1.07889,0.004998010991121631
NA18609,NA18747,1.26786,1,1.26786,1.26786,0.005873423810771693
NA18609,NA18971,1.02657,1,1.02657,1.02657,0.004755636017717963
NA18610,HG01284,1.03262,1,1.03262,1.03262,0.004783662940292355
NA18610,HG02190,1.07422,1,1.07422,1.07422,0.004976376986423712
NA18610,NA18544,1.09854,1,1.09854,1.09854,0.0050890405826235835
NA18610,NA18973,1.00145,1,1.00145,1.00145,0.004639266382169413
NA18610,NA19059,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18610,NA19078,1.09449,1,1.09449,1.09449,0.0050702787584208904
NA18611,HG00583,1.03846,1,1.03846,1.03846,0.004810717027537719
NA18611,HG00759,1.09614,1,1.09614,1.09614,0.005077922464577543
NA18611,HG02136,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18611,NA18535,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18611,NA18620,1.09614,1,1.09614,1.09614,0.005077922464577543
NA18611,NA19056,1.50569,1,1.50569,1.50569,0.006975182983642382
NA18611,NA19761,1.07219,1,1.07219,1.07219,0.004966972911576437
NA18617,HG04134,1.00962,1,1.00962,1.00962,0.004677114309017807
NA18617,NA18973,1.0198,1,1.0198,1.0198,0.00472427365972976
NA18617,NA18979,1.09854,1,1.09854,1.09854,0.0050890405826235835
NA18620,HG00759,1.09614,1,1.09614,1.09614,0.005077922464577543
NA18620,HG02075,1.03262,1,1.03262,1.03262,0.004783662940292355
NA18620,HG02364,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18620,HG03692,1.03262,1,1.03262,1.03262,0.004783662940292355
NA18620,NA19059,2.0358400000000003,2,1.03262,1.0179200000000002,0.009431128934520723
NA18621,HG00566,1.09449,1,1.09449,1.09449,0.0050702787584208904
NA18621,HG00663,1.03353,1,1.03353,1.03353,0.004787878560051479
NA18621,HG00675,1.02761,1,1.02761,1.02761,0.004760453868871247
NA18621,HG00729,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18621,HG00879,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18621,HG01168,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18621,HG02028,2.04631,2,1.0279,1.023155,0.009479631724496573
NA18621,HG02040,1.00425,1,1.00425,1.00425,0.004652237519889794
NA18621,HG02075,1.11582,1,1.11582,1.11582,0.0051690910325550695
NA18621,HG02299,1.01841,1,1.01841,1.01841,0.004717834416361428
NA18621,HG02367,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18621,HG03595,1.04318,1,1.04318,1.04318,0.004832582659694931
NA18621,HG03663,1.01841,1,1.01841,1.01841,0.004717834416361428
NA18621,HG03692,1.03262,1,1.03262,1.03262,0.004783662940292355
NA18621,HG03870,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18621,HG04182,1.3543,1,1.3543,1.3543,0.006273861362396561
NA18621,NA11931,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18621,NA18565,2.63287,2,1.40415,1.316435,0.012196899774948707
NA18621,NA18648,1.16516,1,1.16516,1.16516,0.005397661009384905
NA18621,NA18943,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18621,NA18949,1.07219,1,1.07219,1.07219,0.004966972911576437
NA18621,NA18995,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18621,NA19006,2.1230700000000002,2,1.0781,1.0615350000000001,0.009835226200002413
NA18621,NA19059,1.11582,1,1.11582,1.11582,0.0051690910325550695
NA18621,NA19089,1.00989,1,1.00989,1.00989,0.004678365097297986
NA18621,NA20282,1.01841,1,1.01841,1.01841,0.004717834416361428
NA18623,HG02385,1.33759,1,1.33759,1.33759,0.006196451465501009
NA18623,HG03755,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18623,NA18957,1.03214,1,1.03214,1.03214,0.004781439316683148
NA18623,NA19056,1.00322,1,1.00322,1.00322,0.004647465994228367
NA18623,NA19065,1.00989,1,1.00989,1.00989,0.004678365097297986
NA18625,HG01149,1.29124,1,1.29124,1.29124,0.005981732810736864
NA18626,NA18539,1.04113,1,1.04113,1.04113,0.004823085933863939
NA18627,HG00867,1.22821,1,1.22821,1.22821,0.005689743235552744
NA18627,HG02067,1.04497,1,1.04497,1.04497,0.004840874922737602
NA18627,HG02156,1.04497,1,1.04497,1.04497,0.004840874922737602
NA18627,HG03593,1.66383,1,1.66383,1.66383,0.007707774311892689
NA18627,NA18988,1.0109,1,1.0109,1.0109,0.004683043971975695
NA18627,NA19074,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18629,HG00257,1.04273,1,1.04273,1.04273,0.004830498012561297
NA18629,HG00566,1.03262,1,1.03262,1.03262,0.004783662940292355
NA18629,HG00879,1.2127,1,1.2127,1.2127,0.00561789239768021
NA18629,HG02028,1.11582,1,1.11582,1.11582,0.0051690910325550695
NA18629,HG02075,1.4225,1,1.4225,1.4225,0.006589801216871527
NA18629,HG02128,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18629,HG02188,1.18598,1,1.18598,1.18598,0.0054941106834343004
NA18629,HG02190,1.11582,1,1.11582,1.11582,0.0051690910325550695
NA18629,HG02597,1.41593,1,1.41593,1.41593,0.006559365368720492
NA18629,HG02687,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18629,HG03611,1.20956,1,1.20956,1.20956,0.0056033461932366415
NA18629,HG03663,1.08267,1,1.08267,1.08267,0.005015522027044144
NA18629,HG03832,1.01841,1,1.01841,1.01841,0.004717834416361428
NA18629,HG03870,1.055,1,1.055,1.055,0.004887339391071677
NA18629,NA18621,1.11582,1,1.11582,1.11582,0.0051690910325550695
NA18629,NA18944,1.15136,1,1.15136,1.15136,0.0053337318306201755
NA18629,NA18971,1.05361,1,1.05361,1.05361,0.004880900147703345
NA18629,NA19003,1.11895,1,1.11895,1.11895,0.005183590911506779
NA18629,NA19059,1.11582,1,1.11582,1.11582,0.0051690910325550695
NA18629,NA19747,1.04411,1,1.04411,1.04411,0.004836890930437771
NA18629,NA21137,1.06033,1,1.06033,1.06033,0.004912030878232257
NA18630,NA19064,1.04982,1,1.04982,1.04982,0.004863342786288974
NA18632,HG00457,1.0441,1,1.0441,1.0441,0.004836844604945913
NA18638,HG01862,1.09854,1,1.09854,1.09854,0.0050890405826235835
NA18645,HG02398,1.03214,1,1.03214,1.03214,0.004781439316683148
NA18645,HG02687,1.01253,1,1.01253,1.01253,0.00469059502714863
NA18648,HG00701,1.22728,1,1.22728,1.22728,0.005685434964809903
NA18648,HG03690,1.50635,1,1.50635,1.50635,0.006978240466105044
NA18740,HG00729,1.40606,1,1.40606,1.40606,0.006513642108256154
NA18740,HG00879,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18740,HG01444,2.2370900000000002,2,1.20858,1.1185450000000001,0.010363429458173022
NA18740,HG02058,1.01841,1,1.01841,1.01841,0.004717834416361428
NA18740,HG02367,1.16633,1,1.16633,1.16633,0.00540308109193235
NA18740,NA18535,1.05152,1,1.05152,1.05152,0.004871218119904919
NA18740,NA19059,1.00989,1,1.00989,1.00989,0.004678365097297986
NA18740,NA19682,1.11326,1,1.11326,1.11326,0.005157231706639293
NA18747,HG01867,1.04497,1,1.04497,1.04497,0.004840874922737602
NA18747,HG02398,1.09405,1,1.09405,1.09405,0.005068240436779116
NA18748,HG01867,1.03345,1,1.03345,1.03345,0.00478750795611661
NA18748,HG01980,1.07219,1,1.07219,1.07219,0.004966972911576437
NA18748,HG02153,1.02981,1,1.02981,1.02981,0.004770645477080116
NA18749,HG00653,1.42889,1,1.42889,1.42889,0.006619403206169107
NA18749,HG00663,2.18825,2,1.15762,1.094125,0.01013717575593611
NA18749,HG00729,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18749,HG02299,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18749,HG03691,1.07219,1,1.07219,1.07219,0.004966972911576437
NA18749,HG03896,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18749,NA18531,1.0653,1,1.0653,1.0653,0.00493505464768593
NA18749,NA18535,1.10724,1,1.10724,1.10724,0.005129343760540478
NA18749,NA18537,1.11818,1,1.11818,1.11818,0.005180023848633675
NA18749,NA18611,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18749,NA18968,1.15873,1,1.15873,1.15873,0.00536787371811989
NA18749,NA19055,1.38243,1,1.38243,1.38243,0.0064041749709945195
NA18749,NA19075,1.02392,1,1.02392,1.02392,0.0047433597623754604
NA18757,HG00629,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18757,HG00729,1.0478,1,1.0478,1.0478,0.004853985036933558
NA18757,HG01444,1.01425,1,1.01425,1.01425,0.004698563011748293
NA18757,HG01867,1.04273,1,1.04273,1.04273,0.004830498012561297
NA18757,HG02364,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18757,NA18638,1.05904,1,1.05904,1.05904,0.004906054889782511
NA18757,NA19067,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18878,HG02505,1.0653,1,1.0653,1.0653,0.00493505464768593
NA18878,NA18864,1.12302,1,1.12302,1.12302,0.005202445386693189
NA18939,HG01348,1.01312,1,1.01312,1.01312,0.004693328231168282
NA18942,HG01794,1.34346,1,1.34346,1.34346,0.006223644529221948
NA18942,HG02153,1.3006,1,1.3006,1.3006,0.00602509347111642
NA18942,NA18953,1.33759,1,1.33759,1.33759,0.006196451465501009
NA18943,HG01599,1.21623,1,1.21623,1.21623,0.00563424529630626
NA18943,NA18561,1.66383,1,1.66383,1.66383,0.007707774311892689
NA18943,NA18946,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18944,HG00566,1.02079,1,1.02079,1.02079,0.004728859883423751
NA18944,HG01811,1.09341,1,1.09341,1.09341,0.005065275605300172
NA18944,HG02089,1.03058,1,1.03058,1.03058,0.004774212539953222
NA18946,HG00629,1.01384,1,1.01384,1.01384,0.004696663666582094
NA18946,HG02070,1.05904,1,1.05904,1.05904,0.004906054889782511
NA18946,NA18537,1.07219,1,1.07219,1.07219,0.004966972911576437
NA18946,NA18626,1.09614,1,1.09614,1.09614,0.005077922464577543
NA18946,NA18942,2.06546,2,1.06052,1.03273,0.009568345041405597
NA18949,HG01121,1.12646,1,1.12646,1.12646,0.005218381355892513
NA18949,HG01624,1.18598,1,1.18598,1.18598,0.0054941106834343004
NA18953,HG01794,1.33759,1,1.33759,1.33759,0.006196451465501009
NA18953,NA11829,1.07785,1,1.07785,1.07785,0.004993193139968348
NA18957,HG00159,1.03494,1,1.03494,1.03494,0.004794410454403527
NA18957,NA18627,1.00214,1,1.00214,1.00214,0.00464246284110765
NA18957,NA18943,1.03353,1,1.03353,1.03353,0.004787878560051479
NA18957,NA19065,1.00989,1,1.00989,1.00989,0.004678365097297986
NA18959,HG01632,1.03774,1,1.03774,1.03774,0.0048073815921239075
NA18961,HG00323,1.41593,1,1.41593,1.41593,0.006559365368720492
NA18961,HG01140,1.01841,1,1.01841,1.01841,0.004717834416361428
NA18961,HG01354,1.09854,1,1.09854,1.09854,0.0050890405826235835
NA18961,HG01390,1.20956,1,1.20956,1.20956,0.0056033461932366415
NA18961,HG01606,1.36705,1,1.36705,1.36705,0.006332926364516148
NA18961,HG01816,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18961,HG02153,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18961,HG02164,1.01841,1,1.01841,1.01841,0.004717834416361428
NA18961,HG02180,1.08766,1,1.08766,1.08766,0.005038638447481536
NA18961,HG02252,1.09449,1,1.09449,1.09449,0.0050702787584208904
NA18961,HG02364,1.10282,1,1.10282,1.10282,0.00510886789313902
NA18961,HG02374,1.08766,1,1.08766,1.08766,0.005038638447481536
NA18961,HG02408,1.18011,1,1.18011,1.18011,0.005466917619713361
NA18961,HG03731,1.44728,1,1.44728,1.44728,0.006704595785696887
NA18961,HG03926,1.01425,1,1.01425,1.01425,0.004698563011748293
NA18961,NA18539,1.02148,1,1.02148,1.02148,0.004732056342361987
NA18961,NA18543,1.01841,1,1.01841,1.01841,0.004717834416361428
NA18961,NA18550,1.06033,1,1.06033,1.06033,0.004912030878232257
NA18961,NA18582,1.00494,1,1.00494,1.00494,0.004655433978828029
NA18961,NA18620,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18961,NA18638,1.02581,1,1.02581,1.02581,0.004752115280336718
NA18961,NA18944,1.15762,1,1.15762,1.15762,0.005362731588523597
NA18961,NA18949,1.08027,1,1.08027,1.08027,0.005004403908998104
NA18961,NA18973,1.19984,1,1.19984,1.19984,0.005558317815150181
NA18961,NA18999,1.37732,1,1.37732,1.37732,0.006380502644654827
NA18961,NA19003,2.45348,2,1.37321,1.22674,0.011365866776499088
NA18961,NA19078,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18961,NA19091,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18961,NA19732,1.08009,1,1.08009,1.08009,0.005003570050144651
NA18961,NA19755,1.35091,1,1.35091,1.35091,0.00625815702065653
NA18964,HG00629,1.03262,1,1.03262,1.03262,0.004783662940292355
NA18964,HG00663,1.33759,1,1.33759,1.33759,0.006196451465501009
NA18964,HG02082,1.10497,1,1.10497,1.10497,0.005118827873888598
NA18964,HG02265,1.01552,1,1.01552,1.01552,0.004704446349214322
NA18964,NA18629,1.04273,1,1.04273,1.04273,0.004830498012561297
NA18964,NA18999,1.14227,1,1.14227,1.14227,0.0052916219585208
NA18964,NA19759,1.02991,1,1.02991,1.02991,0.004771108731998703
NA18965,HG00131,1.06282,1,1.06282,1.06282,0.0049235659257050235
NA18965,HG00593,1.00434,1,1.00434,1.00434,0.00465265444931652
NA18965,HG00867,1.00145,1,1.00145,1.00145,0.004639266382169413
NA18965,HG01500,1.06282,1,1.06282,1.06282,0.0049235659257050235
NA18965,HG02064,1.18011,1,1.18011,1.18011,0.005466917619713361
NA18965,HG02374,1.098,1,1.098,1.098,0.005086539006063224
NA18965,HG02397,1.08393,1,1.08393,1.08393,0.005021359039018316
NA18965,NA18539,1.02657,1,1.02657,1.02657,0.004755636017717963
NA18965,NA18609,1.07128,1,1.07128,1.07128,0.004962757291817313
NA18965,NA18623,1.03214,1,1.03214,1.03214,0.004781439316683148
NA18965,NA18949,1.00145,1,1.00145,1.00145,0.004639266382169413
NA18965,NA18968,1.18011,1,1.18011,1.18011,0.005466917619713361
NA18965,NA18979,1.08074,1,1.08074,1.08074,0.0050065812071154545
NA18965,NA19058,1.08766,1,1.08766,1.08766,0.005038638447481536
NA18965,NA19059,1.32889,1,1.32889,1.32889,0.006156148287584114
NA18965,NA19070,1.10585,1,1.10585,1.10585,0.0051229045171721456
NA18965,NA19088,1.31919,1,1.31919,1.31919,0.00611121256048137
NA18965,NA19089,1.01497,1,1.01497,1.01497,0.004701898447162104
NA18965,NA20896,1.00989,1,1.00989,1.00989,0.004678365097297986
NA18968,HG01948,1.17288,1,1.17288,1.17288,0.005433424289099666
NA18968,HG02064,1.18011,1,1.18011,1.18011,0.005466917619713361
NA18968,HG02375,1.00778,1,1.00778,1.00778,0.004668590418515843
NA18968,HG03616,1.08278,1,1.08278,1.08278,0.005016031607454588
NA18968,HG03694,1.20956,1,1.20956,1.20956,0.0056033461932366415
NA18968,NA18986,1.03774,1,1.03774,1.03774,0.0048073815921239075
NA18968,NA19078,1.14167,1,1.14167,1.14167,0.00528884242900929
NA18968,NA19091,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18968,NA19651,1.03741,1,1.03741,1.03741,0.004805852850892576
NA18973,HG00596,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18973,HG01174,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18973,HG02188,1.0279,1,1.0279,1.0279,0.004761797308135144
NA18973,HG02351,1.06306,1,1.06306,1.06306,0.004924677737509627
NA18979,HG00689,1.00989,1,1.00989,1.00989,0.004678365097297986
NA18979,HG01991,1.14205,1,1.14205,1.14205,0.005290602797699913
NA18979,NA18535,1.05585,1,1.05585,1.05585,0.004891277057879649
NA18979,NA18561,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18979,NA18969,1.00116,1,1.00116,1.00116,0.004637922942905517
NA18979,NA18973,1.09614,1,1.09614,1.09614,0.005077922464577543
NA18979,NA18980,1.0653,1,1.0653,1.0653,0.00493505464768593
NA18979,NA20899,1.09405,1,1.09405,1.09405,0.005068240436779116
NA18980,HG04141,1.013,1,1.013,1.013,0.0046927723252659795
NA18980,NA18645,1.05699,1,1.05699,1.05699,0.004896558163951519
NA18980,NA18942,1.1937,1,1.1937,1.1937,0.005529873963149062
NA18980,NA19004,1.03063,1,1.03063,1.03063,0.004774444167412514
NA18984,HG01142,1.41787,1,1.41787,1.41787,0.006568352514141041
NA18984,NA18626,1.00989,1,1.00989,1.00989,0.004678365097297986
NA18986,HG02304,1.20811,1,1.20811,1.20811,0.00559662899691716
NA18988,NA19089,1.16543,1,1.16543,1.16543,0.005398911797665084
NA18995,HG00151,1.19984,1,1.19984,1.19984,0.005558317815150181
NA18995,HG02082,1.10029,1,1.10029,1.10029,0.00509714754369882
NA18995,HG04182,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18995,NA18565,1.05171,1,1.05171,1.05171,0.00487209830425023
NA18995,NA19059,2.52692,2,1.50635,1.26346,0.011706081188707907
NA18998,HG00592,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18998,HG00879,1.06033,1,1.06033,1.06033,0.004912030878232257
NA18998,HG01311,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18998,HG02075,1.08766,1,1.08766,1.08766,0.005038638447481536
NA18998,HG02082,1.13174,1,1.13174,1.13174,0.0052428412155938004
NA18998,HG02190,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18998,HG03900,1.06134,1,1.06134,1.06134,0.004916709752909965
NA18998,NA19059,1.00674,1,1.00674,1.00674,0.004663772567362559
NA18999,HG00701,1.09614,1,1.09614,1.09614,0.005077922464577543
NA18999,HG00879,1.034,1,1.034,1.034,0.004790055858168828
NA18999,HG02075,1.02851,1,1.02851,1.02851,0.004764623163138512
NA18999,HG02373,1.00145,1,1.00145,1.00145,0.004639266382169413
NA18999,HG03800,1.26311,1,1.26311,1.26311,0.0058514192021389055
NA18999,NA18979,1.04397,1,1.04397,1.04397,0.004836242373551752
NA18999,NA18995,1.01753,1,1.01753,1.01753,0.00471375777307788
NA19003,HG01437,1.26035,1,1.26035,1.26035,0.00583863336638596
NA19003,HG02050,1.01841,1,1.01841,1.01841,0.004717834416361428
NA19003,HG02375,1.12592,1,1.12592,1.12592,0.005215879779332154
NA19003,HG02733,1.08027,1,1.08027,1.08027,0.005004403908998104
NA19003,HG03773,1.02851,1,1.02851,1.02851,0.004764623163138512
NA19003,NA18565,1.12302,1,1.12302,1.12302,0.005202445386693189
NA19003,NA18949,1.07422,1,1.07422,1.07422,0.004976376986423712
NA19003,NA20910,1.36883,1,1.36883,1.36883,0.006341172302066961
NA19006,HG00632,1.06033,1,1.06033,1.06033,0.004912030878232257
NA19006,HG00867,1.06134,1,1.06134,1.06134,0.004916709752909965
NA19006,HG01855,1.09614,1,1.09614,1.09614,0.005077922464577543
NA19006,HG01860,1.07219,1,1.07219,1.07219,0.004966972911576437
NA19006,HG02029,1.1294,1,1.1294,1.1294,0.0052320010504989115
NA19006,HG02351,1.09614,1,1.09614,1.09614,0.005077922464577543
NA19006,HG02364,1.07128,1,1.07128,1.07128,0.004962757291817313
NA19006,HG02727,1.35036,1,1.35036,1.35036,0.006255609118604313
NA19006,NA18525,1.2467,1,1.2467,1.2467,0.005775399069999108
NA19006,NA18535,1.09614,1,1.09614,1.09614,0.005077922464577543
NA19006,NA18609,1.00931,1,1.00931,1.00931,0.004675678218770193
NA19006,NA18959,1.09614,1,1.09614,1.09614,0.005077922464577543
NA19019,NA19314,1.42915,1,1.42915,1.42915,0.006620607668957428
NA19055,HG00629,1.00818,1,1.00818,1.00818,0.004670443438190184
NA19055,NA18969,1.11686,1,1.11686,1.11686,0.0051739088837083535
NA19056,HG02687,1.08027,1,1.08027,1.08027,0.005004403908998104
NA19056,NA18638,1.08009,1,1.08009,1.08009,0.005003570050144651
NA19056,NA18949,1.18598,1,1.18598,1.18598,0.0054941106834343004
NA19058,HG00428,1.02392,1,1.02392,1.02392,0.0047433597623754604
NA19058,HG00560,1.01841,1,1.01841,1.01841,0.004717834416361428
NA19058,HG01565,1.07219,1,1.07219,1.07219,0.004966972911576437
NA19058,HG02147,1.04971,1,1.04971,1.04971,0.00486283320587853
NA19058,HG02379,1.06405,1,1.06405,1.06405,0.004929263961203618
NA19058,HG02385,1.0653,1,1.0653,1.0653,0.00493505464768593
NA19058,HG02425,1.03846,1,1.03846,1.03846,0.004810717027537719
NA19058,HG04090,1.00989,1,1.00989,1.00989,0.004678365097297986
NA19058,NA12340,1.01841,1,1.01841,1.01841,0.004717834416361428
NA19058,NA18535,1.00989,1,1.00989,1.00989,0.004678365097297986
NA19058,NA18959,1.09614,1,1.09614,1.09614,0.005077922464577543
NA19058,NA18979,1.32333,1,1.32333,1.32333,0.006130391314110788
NA19058,NA19006,1.06306,1,1.06306,1.06306,0.004924677737509627
NA19058,NA19059,1.05516,1,1.05516,1.05516,0.004888080598941413
NA19058,NA19060,1.15136,1,1.15136,1.15136,0.0053337318306201755
NA19059,HG00428,1.20956,1,1.20956,1.20956,0.0056033461932366415
NA19059,HG00675,1.00232,1,1.00232,1.00232,0.004643296699961103
NA19059,HG03611,1.20956,1,1.20956,1.20956,0.0056033461932366415
NA19059,NA19726,1.03262,1,1.03262,1.03262,0.004783662940292355
NA19060,HG00242,1.02851,1,1.02851,1.02851,0.004764623163138512
NA19060,HG01862,1.00989,1,1.00989,1.00989,0.004678365097297986
NA19060,HG02367,1.03063,1,1.03063,1.03063,0.004774444167412514
NA19060,HG02687,1.08027,1,1.08027,1.08027,0.005004403908998104
NA19060,NA18949,1.057,1,1.057,1.057,0.004896604489443376
NA19060,NA18984,1.11525,1,1.11525,1.11525,0.005166450479519136
NA19060,NA19003,1.01253,1,1.01253,1.01253,0.00469059502714863
NA19060,NA20504,1.03846,1,1.03846,1.03846,0.004810717027537719
NA19064,HG00428,1.50635,1,1.50635,1.50635,0.006978240466105044
NA19064,HG00629,1.08027,1,1.08027,1.08027,0.005004403908998104
NA19064,HG01444,1.01425,1,1.01425,1.01425,0.004698563011748293
NA19064,NA18565,1.05171,1,1.05171,1.05171,0.00487209830425023
NA19064,NA18645,1.01552,1,1.01552,1.01552,0.004704446349214322
NA19064,NA18971,1.04828,1,1.04828,1.04828,0.004856208660542765
NA19064,NA19059,1.50635,1,1.50635,1.50635,0.006978240466105044
NA19064,NA19075,1.30644,1,1.30644,1.30644,0.006052147558361784
NA19070,HG00445,1.08359,1,1.08359,1.08359,0.005019783972295126
NA19074,HG01500,1.06547,1,1.06547,1.06547,0.004935842181047525
NA19074,HG01860,1.08278,1,1.08278,1.08278,0.005016031607454588
NA19074,HG02050,1.03262,1,1.03262,1.03262,0.004783662940292355
NA19074,HG02156,1.07439,1,1.07439,1.07439,0.004977164519785307
NA19074,HG02367,1.07439,1,1.07439,1.07439,0.004977164519785307
NA19078,HG02153,1.41593,1,1.41593,1.41593,0.006559365368720492
NA19078,HG02351,1.3006,1,1.3006,1.3006,0.00602509347111642
NA19078,NA18942,1.19984,1,1.19984,1.19984,0.005558317815150181
NA19078,NA18946,1.02258,1,1.02258,1.02258,0.004737152146466422
NA19085,HG02224,1.0621,1,1.0621,1.0621,0.0049202304902912115
NA19085,NA18537,1.03846,1,1.03846,1.03846,0.004810717027537719
NA19085,NA19059,1.2467,1,1.2467,1.2467,0.005775399069999108
NA19085,NA21142,1.04411,1,1.04411,1.04411,0.004836890930437771
NA19087,HG00595,1.06355,1,1.06355,1.06355,0.004926947686610694
NA19087,HG00729,1.07186,1,1.07186,1.07186,0.004965444170345106
NA19087,HG01140,1.00818,1,1.00818,1.00818,0.004670443438190184
NA19087,HG02186,1.01312,1,1.01312,1.01312,0.004693328231168282
NA19087,HG03844,1.03262,1,1.03262,1.03262,0.004783662940292355
NA19087,HG03896,1.09449,1,1.09449,1.09449,0.0050702787584208904
NA19087,NA18968,1.06547,1,1.06547,1.06547,0.004935842181047525
NA19087,NA18986,1.03774,1,1.03774,1.03774,0.0048073815921239075
NA19089,HG00689,1.01312,1,1.01312,1.01312,0.004693328231168282
NA19089,HG00729,1.23452,1,1.23452,1.23452,0.005718974620915457
NA19089,NA18550,1.04478,1,1.04478,1.04478,0.00483999473839229
NA19089,NA18946,1.04273,1,1.04273,1.04273,0.004830498012561297
NA19091,HG00362,1.00989,1,1.00989,1.00989,0.004678365097297986
NA19091,HG01597,1.06134,1,1.06134,1.06134,0.004916709752909965
NA19091,HG02058,1.20956,1,1.20956,1.20956,0.0056033461932366415
NA19091,HG02070,1.04187,1,1.04187,1.04187,0.0048265140202614675
NA19091,NA18617,1.18011,1,1.18011,1.18011,0.005466917619713361
NA19091,NA18620,1.30644,1,1.30644,1.30644,0.006052147558361784
NA19091,NA18943,1.19975,1,1.19975,1.19975,0.005557900885723455
NA19091,NA18959,1.12664,1,1.12664,1.12664,0.005219215214745966
NA19091,NA18979,1.09405,1,1.09405,1.09405,0.005068240436779116
NA19091,NA20876,1.06134,1,1.06134,1.06134,0.004916709752909965
NA19323,NA19036,1.02981,1,1.02981,1.02981,0.004770645477080116
NA19347,NA19320,1.02679,1,1.02679,1.02679,0.004756655178538851
NA19372,NA19019,1.09155,1,1.09155,1.09155,0.005056659063814492
NA19372,NA19113,1.0653,1,1.0653,1.0653,0.00493505464768593
NA19372,NA19314,1.02981,1,1.02981,1.02981,0.004770645477080116
NA19372,NA19318,1.13399,1,1.13399,1.13399,0.005253264451261963
NA19377,NA19307,1.11016,1,1.11016,1.11016,0.005142870804163159
NA19385,NA19041,1.11587,1,1.11587,1.11587,0.005169322660014361
NA19428,NA19190,1.02981,1,1.02981,1.02981,0.004770645477080116
NA19428,NA19394,1.02443,1,1.02443,1.02443,0.004745722362460244
NA19435,NA19455,1.09531,1,1.09531,1.09531,0.005074077448753288
NA19435,NA19468,1.44398,1,1.44398,1.44398,0.006689308373383583
NA19455,NA19468,1.43412,1,1.43412,1.43412,0.006643631438411103
NA19457,NA19067,1.15873,1,1.15873,1.15873,0.00536787371811989
NA19467,NA19466,1.08341,1,1.08341,1.08341,0.005018950113441673
NA19471,NA19318,1.17705,1,1.17705,1.17705,0.0054527420192046604
NA19471,NA19351,1.07439,1,1.07439,1.07439,0.004977164519785307
NA19651,HG02392,1.19288,1,1.19288,1.19288,0.005526075272816665
NA19651,HG03870,1.08027,1,1.08027,1.08027,0.005004403908998104
NA19651,NA18535,1.09405,1,1.09405,1.09405,0.005068240436779116
NA19658,HG04076,1.31619,1,1.31619,1.31619,0.00609731491292382
NA19658,NA19726,1.02583,1,1.02583,1.02583,0.0047522079313204344
